customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,tenure_bucket,charge_bucket,contract_type,segment_rule,kmeans_cluster
9305-CDSKC,0,8,99.65,820.5,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
7011-CVEUC,0,25,95.7,2338.35,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
8623-TMRBY,1,51,84.2,4146.05,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2612-RANWT,0,12,100.15,1164.3,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
6900-PXRMS,1,26,105.75,2710.25,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
9544-PYPSJ,1,62,96.1,6019.35,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
1771-OADNZ,1,29,95.9,2745.2,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2107-FBPTK,1,30,104.1,3121.1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
8751-EDEKA,0,28,89.9,2433.5,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
3194-ORPIK,0,50,84.4,4116.15,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
7826-VVKWT,1,24,96.55,2263.45,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,Established (13-36),High,Two year,Established (13-36) | High | Two year,1
2587-EKXTS,0,44,111.5,4915.15,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
1723-HKXJQ,0,42,101.75,4273.45,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
4433-JCGCG,1,46,101.0,4680.05,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6849-OYAMU,0,19,100.0,1888.65,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,Established (13-36),High,One year,Established (13-36) | High | One year,4
5312-UXESG,0,41,98.05,3990.6,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6088-BXMRG,0,32,98.85,3089.6,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
7346-MEDWM,0,59,83.25,4949.1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6688-UZPWD,0,11,102.0,1145.35,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
8468-EHYJA,0,57,99.65,5497.05,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9057-SIHCH,0,3,96.6,291.9,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
6771-XWBDM,0,57,104.5,5921.35,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9822-WMWVG,0,41,106.5,4282.4,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2645-QTLMB,0,7,94.25,669.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
4424-TKOPW,1,2,93.85,196.75,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
2522-AHJXR,0,60,109.45,6572.85,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0684-AOSIH,0,1,95.0,95.0,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
1866-RZZQS,1,41,98.4,4187.75,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,1
1469-LBJQJ,0,66,105.2,6936.85,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
4958-XCBDQ,1,35,101.4,3496.3,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2386-OWURY,0,58,95.3,5817.7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6712-OAWRH,1,26,91.25,2351.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2800-QQUSO,0,42,100.3,4222.95,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,1
8625-AZYZY,0,24,104.65,2542.45,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
9481-IEBZY,1,72,112.9,8037.867479999999,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6137-NICCO,0,6,94.05,518.75,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
8374-XGEJJ,1,43,101.0,4388.4,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2656-TABEH,0,4,100.2,420.2,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
3932-CMDTD,0,4,105.65,443.9,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,New (<=12),High,One year,New (<=12) | High | One year,1
7714-YXSMB,0,26,100.5,2599.95,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
4039-HEUNW,1,36,96.5,3436.1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
1194-HVAIF,0,27,95.0,2462.55,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
0237-YFUTL,0,50,109.65,5405.8,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6710-HSJRD,0,61,114.1,7132.15,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0479-HMSWA,0,26,105.45,2715.3,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,Established (13-36),High,Two year,Established (13-36) | High | Two year,1
0365-BZUWY,0,17,102.55,1742.5,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
4817-VYYWS,0,30,100.2,2983.8,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
5299-SJCZT,0,3,101.55,298.35,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
2018-PZKMU,0,9,103.1,970.45,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
7392-YYPYJ,0,22,100.65,2415.95,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
9278-VZKCD,1,52,109.1,5647.95,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2139-FQHLM,0,19,89.95,1682.4,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
8938-UMKPI,0,47,106.4,5127.95,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6319-IEJWJ,0,20,90.2,1776.55,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
9025-AOMKI,0,6,93.55,536.4,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
6173-GOLSU,1,67,94.65,6079.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
4647-MUZON,0,18,95.95,1745.5,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
5655-JSMZM,1,49,96.2,4718.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
7225-CBZPL,1,17,94.8,1563.9,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
4587-VVTOX,0,6,105.3,545.2,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
0432-CAJZV,0,3,90.7,237.65,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
8868-WOZGU,0,28,105.7,2979.5,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
6986-IXNDM,0,14,92.9,1337.45,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
1731-TVIUK,0,4,93.5,362.2,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
0420-HLGXF,1,39,99.75,4036.0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,1
3657-COGMW,1,52,108.1,5839.3,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6615-NGGZJ,0,14,100.55,1415.55,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
4098-NAUKP,1,68,84.65,5683.6,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
1485-YDHMM,0,52,93.25,4631.7,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
8161-QYMTT,0,7,94.1,701.3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
2675-DHUTR,1,58,98.9,5780.7,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
3045-XETSH,0,10,94.85,953.45,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
0946-CLJTI,1,58,98.7,5812.6,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0916-QOFDP,1,14,95.8,1346.3,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
0324-BRPCJ,1,68,100.2,6851.65,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9974-JFBHQ,0,64,99.15,6171.2,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9189-JWSHV,1,24,93.55,2264.05,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
6627-CFOSN,0,59,99.45,5623.7,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0576-WNXXC,1,27,95.55,2510.2,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
3452-GWUIN,1,19,94.95,1760.25,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2208-UGTGR,0,56,98.6,5581.05,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
3005-TYFRD,0,55,103.65,5676.65,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
7181-OQCUT,0,21,103.85,2215.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
6917-YACBP,1,59,89.75,5496.9,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
3663-MITLP,0,15,101.25,1457.25,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
4553-DVPZG,0,62,101.35,6164.7,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
4902-OHLSK,1,29,98.65,2862.75,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2357-COQEK,1,28,103.3,2890.65,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
3737-GCSPV,0,11,96.2,1222.05,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,4
2027-WKXMW,0,63,108.75,6871.7,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2034-CGRHZ,1,24,102.95,2496.7,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
5797-APWZC,0,1,90.6,90.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
4228-ZGYUW,0,4,90.05,368.1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
1567-DSCIC,0,8,94.0,773.65,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
1020-JPQOW,0,56,90.55,5116.6,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9732-EQMWY,0,49,99.4,5025.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
8818-DOPVL,1,46,104.45,4863.85,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
2632-UCGVD,1,66,100.05,6871.9,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9170-CCKOU,0,17,90.2,1454.15,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
8189-XRIKE,1,32,90.95,2897.95,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
5442-UTCVD,0,3,91.85,257.05,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,New (<=12),High,Month-to-month,New (<=12) | High | Month-to-month,1
2931-SVLTV,0,40,110.1,4469.1,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6899-PPEEA,1,37,96.55,3580.3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,1
4597-NUCQV,1,24,101.25,2440.15,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
2979-SXESE,0,17,94.4,1607.2,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
5325-UWTWJ,0,31,90.55,2929.75,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
2674-MLXMN,1,71,99.65,6951.15,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0595-ITUDF,0,64,91.8,5960.5,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
9133-AYJZG,0,23,98.7,2249.1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
5018-GWURO,0,56,85.6,4902.8,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
7481-ATQQS,1,49,90.85,4515.85,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
1482-OXZSY,0,30,100.4,2936.25,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
5502-RLUYV,0,69,103.95,7446.9,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
3086-RUCRN,0,66,103.1,6595.0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
7576-JMYWV,1,46,110.2,4972.1,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
0848-ZGQIJ,0,16,94.65,1461.15,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,4
6874-SGLHU,0,30,97.0,3021.3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,Established (13-36),High,One year,Established (13-36) | High | One year,4
5449-FIBXJ,0,19,103.3,2012.7,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
0577-WHMEV,0,16,90.7,1374.9,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
7821-DPRQE,0,68,107.7,7320.9,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
6543-XRMYR,1,30,99.7,2967.35,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,Established (13-36),High,Month-to-month,Established (13-36) | High | Month-to-month,1
1608-GMEWB,1,45,93.9,4200.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Loyal (>36),High,Month-to-month,Loyal (>36) | High | Month-to-month,2
